Library_Serial_Number,Library_Name,District_Code,District_Name,Address,Phone_Number,Website_URL,Operating_Hours,Regular_Closed_Days,Library_Type_Code,Library_Type_Name,Latitude,Longitude
9,Seoulgyoyukcheongdongdaemun Library,18,Dongdaemun-gu,Seoul dongdaemungu cheonhodaero4gil 22,02-2170-1000,http://ddmlib.sen.go.kr,"Weekdays : 09:00~20:00, Weekends : 09:00~17:00","2,4week Wednesday and Legal Holidays",1,Public Library,37.57348736,127.0247655
878,Yongdu Children yeongeo Library,18,Dongdaemun-gu,Seoul dongdaemungu muhakro 133 yongdu Children yeongeo Library,02-921-1959,http://www.l4d.or.kr,"Weekdays : 10:00~18:00, Weekends : 10:00~18:00",Every Friday and Legal Holidays(Sunday 제외),1,Public Library,37.5761082561519,127.030319027076
879,Jangan Children Library,18,Dongdaemun-gu,Seoul dongdaemungu janghanro26dagil 10 (jangandong),02-2249-1959,http://www.l4d.or.kr,"Weekdays : 10:00~18:00, Weekends : 10:00~18:00",Every Friday and Legal Holidays(Sunday 제외),1,Public Library,37.571244986067,127.073201039917
2844,Jegidonggamchomaeulhyeonjingeonginyeom Library,18,Dongdaemun-gu,Seoul dongdaemungu yakryeongsiro9gil 45,02-928-3141,http://www.l4d.or.kr,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00",Every Friday and Legal Holidays(Sunday 제외),1,Public Library,37.58509082,127.03511746
1406,Hwigyeong Children Library,18,Dongdaemun-gu,Seoul dongdaemungu manguro18gagil 38,02-2248-1959,http://www.l4d.or.kr/,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.58868538,127.0606088
2812,Hwigyeonghaengbok Library,18,Dongdaemun-gu,Seoul dongdaemungu janganbeojkkochro 323 (hwigyeongdong),02-2249-9701,http://www.l4d.or.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00",Every Friday and Legal Holidays(Sunday 제외),1,Public Library,37.5871742821863,127.069938991404
2701,District gimyeongsam Library,4,Dongjak-gu,Seoul dongjakgu maebongro 1(sangdo1dong 611),02-827-0557,http://lib.dongjak.go.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~17:00","Every Monday, Legal Holidays",1,Public Library,37.5054736143919,126.949967197122
2863,Geurisim Small Library,4,Dongjak-gu,Seoul dongjakgu sadangro259,,http://lib.dongjak.go.kr/,"Weekdays : 월,금,일 : 13:00~17:00","Tuesday, Wednesday, Thursday, Saturday",1,Public Library,37.48375136,126.97638352
2766,Kkamangdol Library,4,Dongjak-gu,Seoul dongjakgu seodalro 129(heukseokdong 340-1),02-815-3701,http://lib.dongjak.go.kr,"Weekdays : 09:00~18:00, Weekends : 09:00?17:00","Every Monday, Legal Holidays",1,Public Library,37.5051202142839,126.960611023195
1380,Daebang Children Library,4,Dongjak-gu,Seoul dongjakgu daebangdonggil55(daebangdong379-2),02-813-6740,http://lib.dongjak.go.kr,"Weekdays : 09:00~18:00, Weekends : 09:00~17:00","Every Monday, Legal Holidays",1,Public Library,37.51310982,126.9311477
84,Dongjakyeongeomaru Library,4,Dongjak-gu,Seoul dongjakgu jangseungbaegiro 16gil 98(noryangjin 2dong 225-161),02-823-6750,http://lib.dongjak.go.kr,"Weekdays : 09:00~18:00, Weekends : 09:00~17:00","Every Monday, Legal Holidays",1,Public Library,37.50919685,126.9434278
1381,Sadangsolbat Library,4,Dongjak-gu,Seoul dongjakgu solbatro 86,02-585-8411-2,http://lib.dongjak.go.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~17:00","Every Monday, Legal Holidays",1,Public Library,37.48408051,126.9673502
20,Seoulgyoyukcheongdongjak Library,4,Dongjak-gu,Seoul dongjakgu jangseungbaegiro 94,02-823-6419,http://djlib.sen.go.kr,"Weekdays : 09:00~20:00, Weekends : 09:00~17:00","2,4week Friday and Legal Holidays",1,Public Library,37.50596898,126.9401028
2817,Sindaebangnuri Library,4,Dongjak-gu,Seoul dongjakgu sindaebang1dagil 19(sindaebangdong 686-78),02-849-8588,http://lib.dongjak.go.kr,"Weekdays : 09:00~18:00, Weekends : 09:00?17:00","Every Monday, Legal Holidays",1,Public Library,37.4860651685197,126.905885428932
2140,Yaksu Library,4,Dongjak-gu,Seoul dongjakgu yangnyeongro22bagil 64(sangdodong),02-823-1907,http://lib.dongjak.go.kr,"Weekdays : 09:00~18:00, Weekends : 09:00?17:00","Every Monday, Legal Holidays",1,Public Library,37.4978869,126.9474565
90,Mapo District seogang Library,11,Mapo-gu,Seoul mapogu dokmakro 165,02-3141-7053,https://mplib.mapo.go.kr/sglib/index.do,"Weekdays : 09:00~22:00, Weekends : 09:00~20:00",Every Tuesday and Legal Holidays,1,Public Library,37.54773525,126.9320621
1927,Mapojungang Library,11,Mapo-gu,Seoul mapogu seongsanro 128(seongsandong),02-3153-5800,http://www.mplib.mapo.go.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~20:00",EveryMondayandLegal Holidays,1,Public Library,37.56379606,126.9082023
1882,Mapopureume Children Library,11,Mapo-gu,Seoul mapogu woldeukeopbukro 494 pureumejaedan nekseun Children jaehwalbyeongwon 1F,02-6070-9286,http://www.mplib.mapo.go.kr,"Weekdays : 09:00~18:00, Weekends : Saturday:10:00~16:00",Every Sunday and Legal Holidays,1,Public Library,37.58464747,126.8805204
13,Seoulgyoyukcheongmapopyeongsaenghakseupgwan,11,Mapo-gu,Seoul mapogu hongikro2gil 16,02-2137-0000,http://mpllc.sen.go.kr,"Weekdays : 09:00~20:00, Weekends : 09:00~17:00","2,4week Monday and Legal Holidays",1,Public Library,37.5543221,126.9242045
14,Seoulgyoyukcheongmapopyeongsaenghakseupgwanahyeonbungwan,11,Mapo-gu,Seoul mapogu mapodaero 224,02-362-8785,http://ahyon.sen.go.kr,"Weekdays : 09:00~20:00, Weekends : 09:00~17:00","2,4week Monday and Legal Holidays",1,Public Library,37.55416693,126.9573466
2767,Sogeumnaru Library,11,Mapo-gu,Seoul sungmungil 72,02-3153-1600,https://mplib.mapo.go.kr/sglib/index.do,"Weekdays : 09:00~22:00, Weekends : 09:00~20:00","Every Friday, Legal Holidays",1,Public Library,37.5495242956499,126.946234009951
108,Namgajwasaerom Children Library,14,Seodaemun-gu,Seoul seodaemungu jeunggaro10gil 16-15,02-360-8639,http://lib.sdm.or.kr,"Weekdays : 09:00~18:00, Weekends : 09:00~17:00",Every Monday and Legal Holidays,1,Public Library,37.5783399,126.9240451
40,Seodaemun District ijinaginyeom Library,14,Seodaemun-gu,Seoul seodaemungu dokripmungongwongil 80,02-360-8600,http://lib.sdm.or.kr,"Weekdays : 09:00~18:00, Weekends : 09:00~17:00",Every Monday and Legal Holidays,1,Public Library,37.57295407,126.9555492
12,Seoulgyoyukcheongseodaemun Library,14,Seodaemun-gu,Seoul seodaemungu moraenaero 412,02-6948-2115,http://sdmlib.sen.go.kr,"Weekdays : 09:00~20:00, Weekends : 09:00~17:00","1,3week Tuesday and Legal Holidays",1,Public Library,37.58331954,126.9408583
1072,Hongeundodam Library,14,Seodaemun-gu,Seoul seodaemungu hongeunjungangro 129,02-360-8640,http://lib.sdm.or.kr/,"Weekdays : 09:00~18:00, Weekends : 09:00~17:00",Every Friday,1,Public Library,37.60177311,126.9489548
1985,Bangbae Library,7,Seocho-gu,Seoul seochogu bangbaero 40,02-3471-3993,https://bangbae.seocholib.or.kr/,"Weekdays : 09:00~21:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays, 임시 Holidays",1,Public Library,37.4784386,126.9999959
1986,Seoi Library,7,Seocho-gu,Seoul seochogu seochodaero70gil 51,02-3471-1337,https://seoi.seocholib.or.kr/,"Weekdays : 09:00~21:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays, 임시 Holidays",1,Public Library,37.49206882,127.0249474
1984,Seocho District naegok Library,7,Seocho-gu,Seoul seochogu cheonggyesanro7gil 9-20,02-3461-3007,http://naegok.seocholib.or.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays, 임시 Holidays",1,Public Library,37.45200429,127.054445
2494,Seocho District banpo Library,7,Seocho-gu,Seoul seochogu gomuraero 34,02-520-8700,http://www.seocholib.or.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays, 임시 Holidays",1,Public Library,37.50248627,127.0125127
2814,Seocho District bangbaesuphwangyeong Library,7,Seocho-gu,Seoul seochogu seochodaero 160-7 bangbaedong,02-537-6001,https://forest.seocholib.or.kr/,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00","Every Friday, Legal Holidays",1,Public Library,37.4889652460814,127.000116239028
2497,Seocho District yangjae Library,7,Seocho-gu,Seoul seochogu yangjaecheonro 33,02-3486-4050,https://yangjae.seocholib.or.kr/,"Weekdays : 09:00~22:00, Weekends : 09:00~20:00","Every Friday, Legal Holidays, 임시 Holidays",1,Public Library,37.473679184261,127.03357244367
2491,Seochogeurimchaek Library,7,Seocho-gu,Seoul seochogu myeongdalro 150,02-3471-0995,https://picturebook.seocholib.or.kr/,"Weekdays : 09:00~21:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays, 임시 Holidays",1,Public Library,37.49060375,127.0050971
2702,Seochocheongsonyeon Library,7,Seocho-gu,Seoul seochogu hyoryeongro77gil 37,02-3486-9543,https://seocho.seocholib.or.kr/,"Weekdays : 10:00~22:00, Weekends : 09:00~20:00","Every Tuesday, Legal Holidays, 임시 Holidays",1,Public Library,37.4922947174801,127.028158005531
2141,Jamwon Library,7,Seocho-gu,Seoul seochogu naruteoro 38,02-3477-8655,https://jamwon.seocholib.or.kr/,"Weekdays : 09:00~21:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays, 임시 Holidays",1,Public Library,37.51496828,127.0139817
55,Seongdong District geumho Library,13,Seongdong-gu,Seoul seongdonggu nangyero 20,02-2204-6450,www.sdlib.or.kr/KH,"화~금 07:00~22:00, 토~일 09:00~20:00",Every Monday and Legal Holidays,1,Public Library,37.55413024,127.0248941
26,Seongdong District Library,13,Seongdong-gu,Seoul seongdonggu gosanjaro10gil 9,02-2204-6420,www.sdlib.or.kr/SD,화~일 07:00~22:00,Every Monday and Legal Holidays,1,Public Library,37.55918517,127.0349643
2703,Seongdong District maebongsansupsok Library,13,Seongdong-gu,Seoul seongdonggu maebonggil 49-29,02-2204-6485,www.sdlib.or.kr/fore,화~일 10:00~20:00,Every Monday and Legal Holidays,1,Public Library,37.5459069985043,127.010811657225
2501,Seongdong District mujigae Library,13,Seongdong-gu,Seoul seongdonggu gosanjaro 270,02-2286-6025,www.sdlib.or.kr/RB,"월 09:00~18:00, 화~일 09:00~21:00",Legal Holidays,1,Public Library,37.56342271,127.0369648
2502,Seongdong District seongsu Library,13,Seongdong-gu,Seoul seongdonggu ttukseomro1gil 43,02-2204-7590,www.sdlib.or.kr/SS,"화~금 08:00~22:00, 토~일 09:00~20:00",Every Monday and Legal Holidays,1,Public Library,37.54542874,127.0469481
59,Seongdong District yongdap Library,13,Seongdong-gu,Seoul seongdonggu yongdapjungang3gil 10,02-2204-6480,www.sdlib.or.kr/YD,"화~금 07:00~22:00, 토~일 09:00~20:00",Every Monday and Legal Holidays,1,Public Library,37.56670257,127.0513055
2503,Seongdong District cheonggye Library,13,Seongdong-gu,Seoul seongdonggu majangro 141,02-2204-7580,www.sdlib.or.kr/CG,화~일 09:00~20:00,Every Monday and Legal Holidays,1,Public Library,37.56395923,127.0358722
2704,Geulbich Library,19,Seongbuk-gu,Seoul seongbukgu gileumro7gil 20,02-6906-0559,https://www.sblib.seoul.kr/gbitlib/index.do,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00","Every Monday / Sunday을 제외한 Legal Holidays, 도서관사정에 의한 임시휴관일",1,Public Library,37.6037552097988,127.022203675321
1077,Dalbichmaru Library,19,Seongbuk-gu,Seoul seongbukgu jongamro 167 104dong 2F,02-911-0993,http://dalbit.sblib.seoul.kr,"Weekdays : 09:00~18:00, Wednesday 종합자료실 연장개관 09:00~21:00 Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.60505817,127.0309905
2879,Bomunsupgil Library,19,Seongbuk-gu,Seoulsi seongbukgu bomunsagil 20,02-6953-0279,https://www.sblib.seoul.kr/bmlib/index.do,09:00 ~ 18:00,Every Monday,1,Public Library,37.5849221305375,127.016172054222
1075,Seokgwandongmirinae Library,19,Seongbuk-gu,Seoul seongbukgu hancheonro66gil 203,02-960-5067,http://mirinae.sblib.seoul.kr,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.6134739565291,127.065492174976
2178,Seongbukgilbich Library,19,Seongbuk-gu,Seoul seongbukgu sunginro8gil 52,02-6949-0031,https://www.sblib.seoul.kr/gblib,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00","Every Monday / Sunday을 제외한 Legal Holidays, 도서관사정에 의한 임시휴관일",1,Public Library,37.6099592726924,127.026441403711
30,Seongbuk Information Library,19,Seongbuk-gu,Seoul seongbukgu hwarangro18jagil 13,02-962-1081,http://lib.sblib.seoul.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00","매월 1st, 3rdweek Monday, Legal Holidays",1,Public Library,37.60497334,127.0505857
31,Arirang Library,19,Seongbuk-gu,Seoul seongbukgu arirangro 82,02-3291-4990,https://www.sblib.seoul.kr/arlib/index.do,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00","매월 2nd, 4thweek Monday",1,Public Library,37.6000591720455,127.01392636583
2142,Arirang Children Library,19,Seongbuk-gu,Seoul seongbukgu arirangro 75,02-3291-4992,https://www.sblib.seoul.kr/arclib/index.do,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00","매월 두 번째, 네 번째 Monday",1,Public Library,37.59882719,127.0136237
1992,Wolgokkkumgeurim Library,19,Seongbuk-gu,Seoul seongbukgu hwarangro13gil 17 wolgokkkumgeurim Library,02-6949-1553,www.sblib.seoul.kr/wglib/,"Weekdays, Weekends : 09:00~18:00(수,금 : 09:00~20:00)","Monday,Legal Holidays",1,Public Library,37.60477383,127.0406257
2509,Jangwihaengboknurim Library,19,Seongbuk-gu,Seoul seongbukgu jangwiro21dagil53,02-6954-7955,https://www.sblib.seoul.kr/jwlib/,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00",Every Monday and Legal Holidays,1,Public Library,37.6157898,127.0435886
1384,Jeongreung Library,19,Seongbuk-gu,Seoul seongbukgu jeongreungro 242,02-2038-9928,http://jn.sblib.seoul.kr/,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.60474095,127.0105829
2511,Jongamdongsaenal Library,19,Seongbuk-gu,Seoul seongbukgu jongamro 98-8,02-6925-6920,http://sn.sblib.seoul.kr,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.5990314,127.035222
1387,Cheongsu Library,19,Seongbuk-gu,Seoul seongbukgu bogukmunro16gagil 20,02-2038-4423,http://ch.sblib.seoul.kr/,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00","Every Monday / Sunday을 제외한 Legal Holidays, 도서관사정에 의한 임시휴관일",1,Public Library,37.61175536,127.0107763
1073,Haeoreum Library,19,Seongbuk-gu,Seoul seongbukgu seongbukro4gil 52,02-6925-7002,https://www.sblib.seoul.kr/horlib/,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00",Every Monday and Legal Holidays,1,Public Library,37.59558967,127.0121197
1844,Garakmol Library,9,Songpa-gu,Seoul songpagu yangjaedaero 932 seoulsinongsusansikpumgongsa garakmol eopmudong 4F,"02-3435-0950, 0956",http://www.splib.or.kr,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.49467422,127.1086491
54,Geoma Library,9,Songpa-gu,Seoul songpagu geomaro2gil19,02-449-2332,http://www.splib.or.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~20:00 어린이자료실: 09:00~18:00'","Every Monday, Legal Holidays",1,Public Library,37.4935326,127.146824
1409,Dolmari Library,9,Songpa-gu,Seoul songpagu baekjegobunro 37gil 16,02-414-7007,http://www.splib.or.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.50356529,127.1036861
23,Seoulgyoyukcheongsongpa Library,9,Songpa-gu,Seoul songpagu dongnamro 263,02-3434-3333,http://splib.sen.go.kr,"Weekdays : 09:00~20:00, Weekends : 09:00~17:00","2,4week Tuesday and Legal Holidays",1,Public Library,37.49999503,127.1348515
887,Sonamueondeok2ho Library,9,Songpa-gu,Seoul songpagu seokchonhosuro 155 jamsil3dong jachihoegwan 2gwan 2F,02-424-0083,http://www.splib.or.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.5072682,127.0942189
888,Sonamueondeok3ho Library,9,Songpa-gu,Seoul songpagu seongnaecheonro 319 4F,02-443-0130,http://www.splib.or.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.49233228,127.1566451
890,Sonamueondeokjamsilbondong Library,9,Songpa-gu,"Seoul songpagu tancheondongro 205 (jamsilbismulpeompeujang gwansadong 1,2F)",02-412-0750,http://www.splib.or.kr,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.50309253,127.0788491
1385,Songpageulmaru Library,9,Songpa-gu,Seoul songpagu chungminro 120,02-449-8855,http://www.splib.or.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~20:00 어린이자료실: 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.4808353,127.1304785
111,Songpa Children Library,9,Songpa-gu,Seoul songpagu olrimpikro 105 (jamsildong 19-6),02-418-0303,http://www.splib.or.kr,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.51210257,127.0823945
891,Songpa Children yeongeo Library,9,Songpa-gu,Seoul songpagu ogeumro 1(sincheondong) sincheonbismulpeompeujang 4~5F,02-415-3567,http://www.splib.or.kr,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.5223926038778,127.102983014327
1970,Songpawirye Library,9,Songpa-gu,"Seoul songpagu jangjidong wiryegwangjangro 210 wiryedongbokhapcheongsa 4, 5F",02-402-3003,http://www.splib.or.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~20:00 어린이자료실: 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.48116507,127.1439372
1843,Jisaemteoolrimpikgongwon Library,9,Songpa-gu,Seoul songpagu olrimpikro 424(bangidong) seupocheubijeuhol 1F,02-2180-3578,https://www.ksponco.or.kr/lib/,"Weekdays : 09:00~19:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.51225244,127.1135035
1408,Galsan Library,2,Yangcheon-gu,Seoul yangcheongu mokdongnamro4gil 48-6,02-2645-5919,http://lib.yangcheon.or.kr/,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00",Every Monday and Legal Holidays,1,Public Library,37.508861705719,126.867311562837
650,Gaeulgeongang Library,2,Yangcheon-gu,Seoul yangcheongu jungangro52gil 56,02-2603-5919,http://lib.yangcheon.or.kr/,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00",Every Sunday and Legal Holidays,1,Public Library,37.52597157,126.8565997
1412,Mokmagyoyuk Library,2,Yangcheon-gu,Seoul yangcheongu mokdongseoro 41 mok5dong Community Center,02-2652-5919,http://lib.yangcheon.or.kr/,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00",Every Sunday and Legal Holidays,1,Public Library,37.54250898,126.8721113
656,Migam Library,2,Yangcheon-gu,Seoul yangcheongu mokdongjungangnamro 57-10(mokdong) moksarangsijanggogaekjuchajang mich gongyusenteo 3F,02-2653-5919,http://lib.yangcheon.or.kr/,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00",Every Sunday and Legal Holidays,1,Public Library,37.5389681521143,126.865489157491
651,Bangadarimunhak Library,2,Yangcheon-gu,Seoul yangcheongu hwagokro4gil 10,02-2604-5919,http://lib.yangcheon.or.kr/,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00",Every Sunday and Legal Holidays,1,Public Library,37.53858309,126.8271748
15,Seoulgyoyukcheongyangcheon Library,2,Yangcheon-gu,Seoul yangcheongu mokdongseoro 113,02-2062-3900,http://yclib.sen.go.kr,"Weekdays : 09:00~20:00, Weekends : 09:00~17:00","1,3week Thursday and Legal Holidays",1,Public Library,37.53349939,126.8757691
56,Sinwoleumak Library,2,Yangcheon-gu,Seoul yangcheongu omokro5gil 34,02-2691-5919,http://lib.yangcheon.or.kr/,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00",Every Monday and Legal Holidays,1,Public Library,37.5246975,126.8400821
2714,Yangcheonjungang Library,2,Yangcheon-gu,Seoul yangcheongu sinjeongro7gil 81,02-2699-5919,http://lib.yangcheon.or.kr/,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00",Every Friday and Legal Holidays,1,Public Library,37.5137253865171,126.833817461636
1407,Yeongeoteukseonghwa Library,2,Yangcheon-gu,Seoul yangcheongu mokdongdongro 81 haenuritaun 7F yangcheonyeongeo Library mich yeongeocheheomsenteo,02-2642-5919,http://lib.yangcheon.or.kr/,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00",Every Sunday and Legal Holidays,1,Public Library,37.5159767,126.8638554
1841,Haemajiyeoksa Library,2,Yangcheon-gu,Seoul yangcheongu jiyangro 37,02-2693-5919,http://lib.yangcheon.or.kr/,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00",Every Monday and Legal Holidays,1,Public Library,37.51907269,126.8356052
80,Daerim Library,3,Yeongdeungpo-gu,Seoul yeongdeungpogu dosinro 27,02-828-3700,http://www.dllib.or.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~17:00",Every Monday and Legal Holidays,1,Public Library,37.50431669,126.8960768
102,Munrae Library,3,Yeongdeungpo-gu,Seoul yeongdeungpogu munraero20gil 49,02-2629-8600,http://www.mllib.or.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~17:00",Every Monday and Legal Holidays,1,Public Library,37.51685383,126.8908928
19,Seoulgyoyukcheongyeongdeungpopyeongsaenghakseupgwan,3,Yeongdeungpo-gu,Seoul yeongdeungpogu beodeunaruro15gil 10,02-6712-7500,http://ydpllc.sen.go.kr,"Weekdays : 09:00~20:00, Weekends : 09:00~17:00","2,4week Monday and Legal Holidays",1,Public Library,37.52580934,126.9071819
109,Seonyu Library,3,Yeongdeungpo-gu,Seoul yeongdeungpogu seonyuro43gagil 10-8,02-2163-0800,http://www.sylib.or.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~17:00",Every Monday and Legal Holidays,1,Public Library,37.53333762,126.8929418
1388,Yeouisaesgang Library,3,Yeongdeungpo-gu,Seoul yeongdeungpogu yeouidaero 24 jeongukgyeongjeinyeonhaphoe husaengbokjidong,02-2629-2222,http://www.yulib.or.kr,"Weekdays : 09:00~20:00, Weekends : 09:00~17:00",Every Monday and Legal Holidays,1,Public Library,37.52217929,126.9199164
2818,Yeongdeungposaenggakgongjang Library,3,Yeongdeungpo-gu,Seoul yeongdeungpogu munraebukro 105 yeongdeungpogueoulrimsenteo jisang1~3F,02-2069-1893,https://www.ydplib.or.kr/sglib,"Weekdays : 09:00~20:00, Weekends : 09:00~17:00",Every Monday and Legal Holidays,1,Public Library,37.5201212421417,126.897195669575
7,Seoulgyoyukcheongnamsan Library,12,Yongsan-gu,Seoul yongsangu sowolro 109,02-754-7338,http://nslib.sen.go.kr,"Weekdays : 09:00~20:00, Weekends : 09:00~17:00","1,3week Monday and Legal Holidays",1,Public Library,37.55255227,126.9821555
8,Seoulgyoyukcheongyongsan Library,12,Yongsan-gu,Seoul yongsangu duteopbawiro 160,02-6902-7777,http://yslib.sen.go.kr,"Weekdays : 09:00~20:00, Weekends : 09:00~17:00","2,4week Tuesday and Legal Holidays",1,Public Library,37.55200494,126.9801399
2129,Yongsankkumnamu Library,12,Yongsan-gu,"Seoul yongsangu baekbeomro329(wonhyoro1ga, kkumnamutaun) 3F",02-707-0138,https://www.yslibrary.or.kr/,"Weekdays : 09:00~21:00, Weekends : 09:00~17:00",Every Monday and Legal Holidays,1,Public Library,37.54189105,126.9684171
110,Cheongpa Library,12,Yongsan-gu,Seoul yongsangu cheongparo93gil 27(seogyedong) 1F,02-714-3931,https://www.yslibrary.or.kr/,"Weekdays : 09:00~21:00, Weekends : 09:00~17:00",Every Monday and Legal Holidays,1,Public Library,37.55278347,126.9675304
98,District jeungsan Library,16,Eunpyeong-gu,Seoul eunpyeonggu jeungsanro5gil 6,02-307-6030,http://www.eplib.or.kr/jslib,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00","Every Friday, Legal Holidays",1,Public Library,37.58280957,126.9076717
1842,Gusandong Librarymaeul,16,Eunpyeong-gu,Seoul eunpyeonggu yeonseoro 13gil 29-23,02-357-0100,http://www.gsvlib.or.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.60950609,126.9130867
2113,Naereulgeonneoseosupeuro Library,16,Eunpyeong-gu,Seoul eunpyeonggu jeungsanro17gil 50,02-307-6701~2,http://www.nslib.or.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.59169634,126.908048
1076,Sangrim Library,16,Eunpyeong-gu,Seoul eunpyeonggu jingwan4ro 48-25 gongwongwanrisamusil nae,02-383-7557~8,http://www.eplib.or.kr/intro/lib01.asp,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.64421437,126.9289416
2594,Euntteurak Library,16,Eunpyeong-gu,Seoul eunpyeonggu tongilro 972,02-389-7635,http://www.edlib.or.kr,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.63013935779,126.919931243441
38,Eunpyeong District Library,16,Eunpyeong-gu,Seoul eunpyeonggu tongilro78gagil 13-84,02-385-1671~4,http://www.eplib.or.kr/eplib,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00","Every Monday, Legal Holidays",1,Public Library,37.61897708,126.9282714
1567,Eunpyeongnyutaun Library,16,Eunpyeong-gu,Seoul eunpyeonggu jingwan2ro 111-51,02-6341-6400,http://www.eplib.or.kr/enlib,"Weekdays : 09:00~22:00, Weekends : 09:00~18:00","Every Friday, Legal Holidays",1,Public Library,37.63722997,126.9331171
107,Eungam Information Library,16,Eunpyeong-gu,"Seoul eunpyeonggu gajwaro 179, 2F~3F",02-308-2320,http://www.ealib.or.kr,"Weekdays : 09:00~18:00, Weekends : 09:00~18:00","Every Friday, Legal Holidays",1,Public Library,37.58596642,126.9196809
64,4.19hyeokmyeongginyeom Library,17,Jongno-gu,Seoul jongrogu saemunanro 17,02-730-4190,http://library.419revolution.org,Weekdays : 08:00~22:00,Sunday and Legal Holidays,1,Public Library,37.5675109,126.9655318
2807,Raibeureoripichi,17,Jongno-gu,"Seoul jongrogu daehakro10gil 8 (dongsungdong), ribeuraep B1-2F",02-6949-0895,,Weekdays : 13:00~21:00,"Every 토,일,Monday",1,Public Library,37.581578271361,127.002617935151
4,Seoulgyoyukcheong Children Library,17,Jongno-gu,Seoul jongrogu sajikro9gil 7,02-731-2300,http://childlib.sen.go.kr,"Weekdays : 09:00~18:00, Weekends : 09:00~17:00","1,3week Monday and Legal Holidays",1,Public Library,37.57607257,126.9683689
